id,pool_name,clue,clue_type,deposit_address,withdraw_address,score,total_tx_count,total_usd_value,deposit_num,first_deposit_hash,first_deposit_timestamp,last_deposit_timestamp,withdraw_num,first_withdraw_hash,first_withdraw_timestamp,last_withdraw_timestamp,verify_status,created_at,remark
54233,0_1ETH,direct_linkage,dl_1,0xdc7412df4167429382aeaf45cd329ad608280cfb,0xdc7412df4167429382aeaf45cd329ad608280cfb,,,,39,0x6ab2dc7d4ee27f455407d894167c91ba39bdcc80f1cc2b2132844d5459eb50b6,2024-08-30 11:50:11,2025-07-09 15:21:59,1,0x25b734c11d65bfe6aa7215b4045853e716f933aeedf40adbeb98fa40d1b97e17,2024-08-30 12:01:47,2024-08-30 12:01:47,t,2026-02-03 22:41:47.18443,
54234,0_1ETH,direct_linkage,dl_1,0xcb69b845781171ca07511249bc3892f99dd8baf1,0xcb69b845781171ca07511249bc3892f99dd8baf1,,,,1,0x35ee2c6c0759e0b6ca5274a3e2a65db67a3eb1bf855edd0a864e7c1fddf5e95d,2025-03-29 03:30:11,2025-03-29 03:30:11,1,0x9f4c8cb3c9edaae3773589e5e5bd35ac97d3b311e647e1cb8f89aa0a322c6652,2025-03-29 03:55:23,2025-03-29 03:55:23,t,2026-02-03 22:41:47.296648,
54235,0_1ETH,direct_linkage,dl_1,0x1e24523b17dc8a49595060267c6b6543af50a928,0x1e24523b17dc8a49595060267c6b6543af50a928,,,,5,0x90e2e38b66e54a87ce5d83162907c074c55fdef3da16cb495380a696051c0341,2025-09-13 16:34:11,2025-09-13 16:40:23,3,0x17a844370ff894242cfc4625931d46f032b6d967f849cd4a36198e72688ca5cb,2025-10-02 08:09:47,2025-10-02 08:49:35,t,2026-02-03 22:41:47.4147,
54237,0_1ETH,direct_linkage,dl_1,0xfb603a4945bfac75c6eba7adb0f0bb2434c506d8,0xfb603a4945bfac75c6eba7adb0f0bb2434c506d8,,,,1,0xd9d5bb135c721aaf562567b65da29f2a8c503faeb4b4eac5bd1ec0eeccc3bd5b,2020-10-29 21:05:29,2020-10-29 21:05:29,1,0xb678bfe11c096c8a143502a92094c6a675a72fc7ada19a128e4e7d8cb8846ca9,2021-04-26 10:18:54,2021-04-26 10:18:54,t,2026-02-03 22:41:47.663778,
54238,0_1ETH,direct_linkage,dl_1,0x8df03f8eda50efcd83ed41eb1ba3103f69281de3,0x8df03f8eda50efcd83ed41eb1ba3103f69281de3,,,,1,0x17852d5b9aa7aea42babde665a18396c97dfc084130d7727682edeb8cea26449,2021-10-02 09:14:51,2021-10-02 09:14:51,1,0x3b763f7de45b25ed87ae511f3e4040d814fe14ed811e5882fa4d3078ada3ccfd,2021-10-02 09:18:55,2021-10-02 09:18:55,t,2026-02-03 22:41:47.794856,
54239,0_1ETH,direct_linkage,dl_1,0x76f6e59137a05cb3430e9a5ab9ce61fe0fed9ec6,0x76f6e59137a05cb3430e9a5ab9ce61fe0fed9ec6,,,,14,0xd67372e93dd0499f0ea7b92d22644af40241ea90ccacf3a5e5fa717aa6dc72e2,2021-06-18 10:07:02,2021-09-05 05:27:33,2,0x722f31b746a4ee8ddcfeeb157670b594e54c36f3bf7b8558dd54c1ddda3036e3,2021-08-28 08:10:23,2021-08-28 08:14:12,t,2026-02-03 22:41:47.925899,
54241,0_1ETH,direct_linkage,dl_1,0x2dce99d4e2906bedea0da95e047dcd440e86e05f,0x2dce99d4e2906bedea0da95e047dcd440e86e05f,,,,2,0x3da8bf09ab59152c7597bceffee8f12af9d37ca46705c2bfff0212b95084f20e,2023-01-20 07:11:59,2023-01-20 08:15:59,1,0x2b7191c427eac604c3405fc6646720e6da5641cc00aedc8e0f2b80939ba2631b,2023-01-20 07:23:47,2023-01-20 07:23:47,t,2026-02-03 22:41:48.187317,
54242,0_1ETH,direct_linkage,dl_1,0x7af9e1e3ef050e8d1f5aa5004c737cff527a22c0,0x7af9e1e3ef050e8d1f5aa5004c737cff527a22c0,,,,39,0xefcd9d544ecfb7873f3a931c13bde1ccb85eeac2e00657b9a440d82f8ae20f68,2021-03-19 01:53:22,2021-03-20 09:20:09,78,0x82b9723a1af1d2411068222da7f74800b482e4c02ef3a4242ce98c944902df5f,2021-07-21 22:46:22,2021-07-23 09:41:35,t,2026-02-03 22:41:48.317588,
54244,0_1ETH,direct_linkage,dl_1,0xf503017d7baf7fbc0fff7492b751025c6a78179b,0xf503017d7baf7fbc0fff7492b751025c6a78179b,,,,1,0x4339a9bc7795c4026584040ee56bed48f2b07487cf59f28bf4277ad77cca21f5,2020-05-21 01:57:42,2020-05-21 01:57:42,1,0xa55a42c538f7166f9b0d8dcaf70f2a62495a5ec72c1a35499560f2284c127c5c,2020-05-21 02:00:48,2020-05-21 02:00:48,t,2026-02-03 22:41:48.565684,
54245,0_1ETH,direct_linkage,dl_1,0xce964f5e2bd01608d17707b438c505a702b5e318,0xce964f5e2bd01608d17707b438c505a702b5e318,,,,10,0xfe635a256f550c4e9ba5fe4169be51bc23faeafbed1e937483332dbaa3218612,2020-12-23 06:44:45,2021-06-26 04:35:10,2,0xcddcdc75bbe6ae963198623edc219f24bf7020c3fd179d4bb6fffa673e9a89c0,2021-06-01 05:51:23,2021-08-22 12:01:18,t,2026-02-03 22:41:48.699943,
54246,0_1ETH,direct_linkage,dl_1,0x84a8dc26dd5bd617f5f30940142472cbdfe4afe9,0x84a8dc26dd5bd617f5f30940142472cbdfe4afe9,,,,1,0x28a7500ebedd097d531b7b38953f16a9fcfc28027a47164b43e9364a483c8c70,2022-04-15 01:17:21,2022-04-15 01:17:21,1,0x7c24d6e625a651443237fec1ef5af9d96811a75941a3930ef1a0f61e53bc7275,2022-04-15 15:15:33,2022-04-15 15:15:33,t,2026-02-03 22:41:48.838364,
54248,0_1ETH,direct_linkage,dl_1,0x4750bcfcc340aa4b31be7e71fa072716d28c29c5,0x4750bcfcc340aa4b31be7e71fa072716d28c29c5,,,,20,0x48c4a9f0d35d0efd9c79fb1d2dcabce4066162a1acae801f8c7d66e86f179624,2022-07-06 20:49:16,2025-10-01 20:52:47,2023,0x8ba42e72fcb2263d6621fc97211ee1a775c5ae9592555ca8c2b57f6615a8c9e3,2022-07-07 09:26:22,2026-01-05 23:36:35,t,2026-02-03 22:41:49.096507,
54249,0_1ETH,direct_linkage,dl_1,0x7a0d32cdd4511956d7c751a7bb7beace2321e17d,0x7a0d32cdd4511956d7c751a7bb7beace2321e17d,,,,1,0xde25248010811c2d51bdff870504ad8cc2b6b975372c04dd298dff2739f9bbd4,2020-05-13 22:07:04,2020-05-13 22:07:04,2,0x54ddaf7c2efb8d00ce00f723750ab6d649ed12b6e0ae156cebb17049936b5ed7,2020-01-14 16:06:27,2021-10-24 14:26:41,t,2026-02-03 22:41:49.231842,
54250,0_1ETH,direct_linkage,dl_1,0xcf986baea2a52108e5515e39cb333505c0ff9d86,0xcf986baea2a52108e5515e39cb333505c0ff9d86,,,,3,0xa710fcdd57adb242996ccf049c1d6e3ad0e732db979d152ca4dd016c7b117652,2025-08-12 02:49:35,2025-08-12 16:40:11,2,0xdd6b9e02c2db0ad010b7e39cfb0a253aeee8f5bb21961fd61c96fc62f6b43fef,2025-08-12 18:49:23,2025-08-12 20:32:47,t,2026-02-03 22:41:49.354086,
54251,0_1ETH,direct_linkage,dl_1,0xf2404102efa188061420678b7ae4dcc36d632fbe,0xf2404102efa188061420678b7ae4dcc36d632fbe,,,,1,0x47c1823f0c34bb6f4ab4789b8fc379a9324a77d2e47df2653a546d95d5ac8c70,2025-06-16 09:21:35,2025-06-16 09:21:35,1,0xeb0a37f3baeba4ef79b84790d6e18fbc4d2564074fcab0c09093227bd0a7fc26,2025-06-16 09:30:59,2025-06-16 09:30:59,t,2026-02-03 22:41:49.471014,
54252,0_1ETH,direct_linkage,dl_1,0x470ee9c2874ac191ab0861852544a5faf0d2b563,0x470ee9c2874ac191ab0861852544a5faf0d2b563,,,,1,0x237cfb3088aedfb36dda58115c6e0828e1f4975f9a6918804aa2bd24f098237f,2020-11-03 21:26:39,2020-11-03 21:26:39,1,0x1ae4d6731cb817f8c7c93b03dca3cd92bf6fa19f24dcadc1a24060235bee488d,2021-04-27 10:31:38,2021-04-27 10:31:38,t,2026-02-03 22:41:49.59357,
54253,0_1ETH,direct_linkage,dl_1,0x73b75338a4f40ded96e57c82049d5854ae4760c8,0x73b75338a4f40ded96e57c82049d5854ae4760c8,,,,10,0x100db5ab19176cdedaa98ec2b4f31bbc0a36c67e7e5a9c3d54a7a3ac8a5baf24,2021-07-30 14:02:35,2022-01-01 19:27:47,4,0x59d760f195f3ef8ece6aed10d10d8871bb1e107540c89be134270e44810d953b,2019-12-19 23:47:50,2021-11-06 09:08:51,t,2026-02-03 22:41:49.750147,
54254,0_1ETH,direct_linkage,dl_1,0x7545f4266aeb59d2f89b82e10a02af4921142aaa,0x7545f4266aeb59d2f89b82e10a02af4921142aaa,,,,1,0xcb4775291e24a4b391b7c9d3ebe9a3d4a87368ba5cd943583e2416a552af57fc,2023-04-22 08:34:23,2023-04-22 08:34:23,1,0x1286c89b6c43d4a8c1ef2bef71d5b0d82dd682d51802c7288ec63c40d137b632,2023-04-22 08:39:35,2023-04-22 08:39:35,t,2026-02-03 22:41:49.88889,
54255,0_1ETH,direct_linkage,dl_1,0x48c0ec8ccc8f23ca4536331ddde5e696f7cd85c3,0x48c0ec8ccc8f23ca4536331ddde5e696f7cd85c3,,,,24,0x3aa7b04c8341e0f23ce7c26eb2ffaed968e4193b2c4061fe8ecde89e8aa6bebc,2022-08-18 01:31:34,2025-03-30 03:58:35,6,0xd0612b86163833488c9252e1263bb48a83fc99efec5dd53b18588ab29c39074e,2024-10-12 13:38:35,2025-03-30 05:27:59,t,2026-02-03 22:41:50.019099,
54258,0_1ETH,direct_linkage,dl_1,0x12475b855a2aeac5d07ec882c85f15d4d91af445,0x12475b855a2aeac5d07ec882c85f15d4d91af445,,,,3,0xf956f8555feda2c391971ca1e10d4ab39e5fbefd0628d308d1323821ae73acaa,2020-11-19 15:21:01,2024-12-28 12:32:35,1,0xb2a27b81d79ab67a50ff6c6dfa486cb82870fe09c41d90bf91f839fb9b2a4800,2024-11-27 09:38:11,2024-11-27 09:38:11,t,2026-02-03 22:41:50.411868,
54259,0_1ETH,direct_linkage,dl_1,0xa2078f1f9e2a6f8231b3e5cb48241ef0cea7a706,0xa2078f1f9e2a6f8231b3e5cb48241ef0cea7a706,,,,1,0x08257a1e6d549596532fb7765bc7f876c2ffc5ad6879f0a2f6037300b5652c83,2021-06-02 14:31:19,2021-06-02 14:31:19,1,0x4bd6d858010430c4de7b3aa2786197f110b4c1029fd32a62486ec14a23b7673b,2021-06-02 15:03:07,2021-06-02 15:03:07,t,2026-02-03 22:41:50.526803,
54260,0_1ETH,direct_linkage,dl_1,0xdd2cf23d021bed8cfe0f890d968cf4504c6cd630,0xdd2cf23d021bed8cfe0f890d968cf4504c6cd630,,,,1,0x94b823fe44db1366cbe612a2ed086b5638c0199e4f697fd6c12480c3efb4a5fc,2020-11-07 09:01:14,2020-11-07 09:01:14,1,0x99dff1979bd380f01a10eff8a21a26c468471e59064ec5157923d5ed646fab01,2020-11-07 09:13:14,2020-11-07 09:13:14,t,2026-02-03 22:41:50.647673,
54261,0_1ETH,direct_linkage,dl_1,0xb42c464652683b3e8c725e9aeae096c3179a4a5c,0xb42c464652683b3e8c725e9aeae096c3179a4a5c,,,,1,0x4cbce6db09563279c55fc6309e6848c9be3ca04c47557840669c9a54b8299c11,2020-06-28 16:15:50,2020-06-28 16:15:50,1,0x37215f41d12bc85ba5078833215dfb077be6933abcc52f58f08cfa6b87cd7e20,2020-07-02 22:00:23,2020-07-02 22:00:23,t,2026-02-03 22:41:50.772159,
76268,0_1ETH,direct_linkage,dl_2,0x5d3e5b2e374da8af85b969b1dd69d0493bf47188,0x50f2cb78d1f382a2b895fe413a88e56a33e3bbce,,,,4,0x37394111fa4df1db4ff359cacb498cdb5af03c2dc8d0364be6ee2351613f2fc5,2022-11-10 04:02:47,2022-11-10 11:06:11,1,0xde348973c2a51d23af144e5e7c8bab86ec6a13e88a62f3e5c43b580dc795e34b,2022-11-10 11:12:11,2022-11-10 11:12:11,t,2026-02-04 01:45:03.669025,
76270,0_1ETH,direct_linkage,dl_2,0x5d3e5b2e374da8af85b969b1dd69d0493bf47188,0x9670820aba6255e00938b6b5751962927b0b6642,,,,4,0x37394111fa4df1db4ff359cacb498cdb5af03c2dc8d0364be6ee2351613f2fc5,2022-11-10 04:02:47,2022-11-10 11:06:11,1,0xf8901d5ba4213a7cf3e3aa1a0e21e7d556f694a353488e23d6a8337228d267a3,2022-11-10 04:41:11,2022-11-10 04:41:11,t,2026-02-04 01:45:03.96183,
76271,0_1ETH,direct_linkage,dl_2,0x5d3e5b2e374da8af85b969b1dd69d0493bf47188,0xe87fa3a7f08c7798d49d4f2755faf6ad6c7a12f6,,,,4,0x37394111fa4df1db4ff359cacb498cdb5af03c2dc8d0364be6ee2351613f2fc5,2022-11-10 04:02:47,2022-11-10 11:06:11,1,0x04648cbd153f50ac480865f92c4afa68e57e5b0da821a8fff2c2fc99214afac4,2022-11-10 07:10:59,2022-11-10 07:10:59,t,2026-02-04 01:45:04.086101,
76282,0_1ETH,direct_linkage,dl_2,0x33940323a6b04b1391de8e81da7f4a92113419e9,0xb268cb7b9b08a8a9e8d3e602f6fc1f6b04037c8e,,,,7,0x8d6574b4ded4760992c6c8bca504e9c61617e37d0c5a8c8e96e498818ad229f9,2025-07-05 07:16:47,2025-07-05 07:34:35,21,0xaf416c929bc5582d547f62aee09b8d17f0541232ca6e2c0743e27b4be2c56d5d,2025-07-05 06:55:11,2025-07-06 17:02:47,t,2026-02-04 01:45:05.722731,
76312,0_1ETH,direct_linkage,dl_2,0xc09299ed00699d2976c8a52ae87cb70feb10eb7e,0xe0220af6ec35ada38ac3d15b64757792db50b944,,,,2,0x639a4d2648d669d7dca55a1684aea987639665730937dfe5df1e0519edf0b6db,2025-08-29 02:57:59,2025-09-05 05:05:59,1,0xe39bdb05dd95e1ac52d68a09d5151f583ecd18939a2d92b513c6f4d5bd839099,2025-09-04 13:02:23,2025-09-04 13:02:23,t,2026-02-04 01:45:10.449234,
76333,0_1ETH,direct_linkage,dl_2,0x7eb3cac1ceb076f3d1a6ddbe45f543cfb7be0733,0x1b13753cf738ad61664b8bfe6c3f5670d152a4f8,,,,1,0xc2c425680602f79fe16c9ec90705a85d20ce9dd425ae931f8a109e85ad097e21,2025-02-21 14:05:11,2025-02-21 14:05:11,1,0xbe639e0f2be8a165be578b02a8b489a203abefa4a507946d57d158735703673c,2025-02-23 01:20:47,2025-02-23 01:20:47,t,2026-02-04 01:45:13.775145,
76336,0_1ETH,direct_linkage,dl_2,0x1c175fdca70f2f1bbe04e3075aa9f968d35e6eb8,0x27ab612b08af8a1a72b9817ab015c91bf0ce59fd,,,,1,0xaf709c00a6744cbb45897fd565c7ca4f7646eb8a99cf80ff9439863238c9049a,2020-12-29 02:53:35,2020-12-29 02:53:35,1,0x929fa0d3ca1eb7868aaebea3a51b9c2f8758fb8b404b21f82ff0e9b3fe1b1a10,2020-12-29 03:10:07,2020-12-29 03:10:07,t,2026-02-04 01:45:14.271045,
76356,0_1ETH,direct_linkage,dl_2,0xff89ef9a05ad868bef7b3585b0d16f3018b5e8ea,0xeb9efccff4f76fa8b3aa63f9e4e1e19144149c6c,,,,1,0x9f5ab0efa9cfc5b74aaac3133de43c8a87440d3bf9bbedffbfedbd93cbce4f78,2022-03-25 10:06:44,2022-03-25 10:06:44,1,0x403e651fa3f38b35abb564097629abddc09310361be758039ba4804666ab491a,2022-03-25 10:33:43,2022-03-25 10:33:43,t,2026-02-04 01:45:17.445257,
76357,0_1ETH,direct_linkage,dl_2,0x3b6c881862268b803e0e1732c04aa114e46dac97,0x9a8df3e891b9db4396542d1998c298993ae43c2e,,,,1,0x7c18c1cf52b1a44c6a53d1989d21c195c4b6f9c3914e44dbf89598edd365d2db,2020-11-09 20:43:29,2020-11-09 20:43:29,1,0x7b6feedd76a5c817779b0f189938eeafca3dbd1bf7b305daabfb1898a0b01530,2020-11-09 20:46:32,2020-11-09 20:46:32,t,2026-02-04 01:45:17.605636,
76406,0_1ETH,direct_linkage,dl_2,0x4d0b58ad015a3b09171e2a0d7fc46ace792e0dc4,0x4c0ab28a53f8ffb3ed7ae1e2d3c7f1cd835cc2cc,,,,1,0x74551254d425d3130323c505e85f4884f70370125c906dbd5e545cbc9d20085b,2025-12-17 21:19:59,2025-12-17 21:19:59,1,0x49fa45631929ded334719c16c00a2b3443a1f9463e0a0e765944b17f1161dae6,2025-12-17 21:31:47,2025-12-17 21:31:47,t,2026-02-04 01:45:25.466821,
76413,0_1ETH,direct_linkage,dl_2,0xb89bb36367574e1f2589c0c27873419d0453bce2,0x46bc840a680b7dea672a3f976379eac1d837994b,,,,1,0x654d38e4a1a3481a8969f7110c97cae698091964d7fbdc92a36174a9d4cbfb3e,2021-10-25 01:26:44,2021-10-25 01:26:44,1,0xace368baed67d58d239457d90af9e4b2e6eaadadd05ef397fbe07704d434538e,2021-11-02 11:25:25,2021-11-02 11:25:25,t,2026-02-04 01:45:26.582073,
76421,0_1ETH,direct_linkage,dl_2,0x87861c0e4474bfe99fc830af156191ff4c5dacbb,0x2288853b5d089d3875082906372db6a1a9f294e3,,,,2,0x23cd8d1eb3fb184327446225e10d8003185434d9a0fc6139920125cedc8bf907,2022-08-09 23:43:43,2022-08-10 00:37:48,1,0xdc9c876ce906eb821966c26a537bb44bbe9256ffe332a42020007e1a581f52bf,2022-08-09 23:56:21,2022-08-09 23:56:21,t,2026-02-04 01:45:27.895216,
76422,0_1ETH,direct_linkage,dl_2,0x87861c0e4474bfe99fc830af156191ff4c5dacbb,0x78762064e6a631959883b1b41c4f6fe21b79539c,,,,2,0x23cd8d1eb3fb184327446225e10d8003185434d9a0fc6139920125cedc8bf907,2022-08-09 23:43:43,2022-08-10 00:37:48,1,0xbeeae585b38427b0b1953c921706b5182020f71f5c45b82a4f718ab0487d901c,2022-08-10 00:39:47,2022-08-10 00:39:47,t,2026-02-04 01:45:28.051046,
76429,0_1ETH,direct_linkage,dl_2,0x9727ca412f87d46cd4bb6022d27477b232ea8970,0x81708914e4f78f391c1369d0c7cebf2f5ba40ae1,,,,23,0x915234f6530f3d91ea29f96e915c2dd216b95eb5c3521bd041953127041ef47e,2019-12-17 07:05:38,2021-03-01 08:03:10,14,0x888851e8bed0a1df3e273eb4ba1660ebe5cc496ba980875ee427dacc8989ad53,2019-12-16 21:45:09,2019-12-30 17:33:59,t,2026-02-04 01:45:29.228392,
76437,0_1ETH,direct_linkage,dl_2,0x4376b715a89d4a6df0bbd190158757280decdcda,0xb268cb7b9b08a8a9e8d3e602f6fc1f6b04037c8e,,,,4,0xd6c6fea7e3272da389abce47b3b1ad2d4c4d5efa3bdb062f4b6cd0847708706e,2025-07-05 07:25:11,2025-07-05 07:28:47,21,0xaf416c929bc5582d547f62aee09b8d17f0541232ca6e2c0743e27b4be2c56d5d,2025-07-05 06:55:11,2025-07-06 17:02:47,t,2026-02-04 01:45:30.475677,
76458,0_1ETH,direct_linkage,dl_2,0x7e819419147fe92d64939dc3a9d7e409504eb9bc,0x0039f22efb07a647557c7c5d17854cfd6d489ef3,,,,7,0x6ef0901167ad9002b9eb4a765228fb387fab88df781bbddf4a0b2559b1b3db1f,2020-02-04 06:55:09,2021-10-21 01:26:55,6,0x9bb7303af6ce69085abc3d9f4f5b7884a90023fd6e5925cb6ffed9737ebff78c,2019-12-16 20:04:26,2020-05-21 19:24:09,t,2026-02-04 01:45:33.829222,
76463,0_1ETH,direct_linkage,dl_2,0xc62390bf569a258353847921d2c6b636d1d45e48,0xde3361174f97668c8fb8a5932482dbda5c2fe08a,,,,1,0xf360d986e72674b76c7474fa987457068817e5afa0f9698ea97ddbd5f2452277,2022-03-13 07:58:51,2022-03-13 07:58:51,1,0xc68a88ffe5c25393bf873f460896e088ee636a9d07fb4aefff9c1198528ee434,2022-03-13 14:58:41,2022-03-13 14:58:41,t,2026-02-04 01:45:34.614649,
76477,0_1ETH,direct_linkage,dl_2,0x08717dc665247452454b6976a0fc6aab3a97d31f,0x3648930b33ad343c7657912e3dd34253d43fe466,,,,1,0xc2f4f627beb5c5e83575b9c822b6d08f3de36d52aa8707844ef6894c7a675f00,2020-07-17 17:46:38,2020-07-17 17:46:38,10,0xe641010f04099ea473e702abcc8d937a706c0b8cafbf45820c74cfd29d950a6c,2020-12-21 18:16:45,2021-03-29 13:22:36,t,2026-02-04 01:45:36.86706,
76481,0_1ETH,direct_linkage,dl_2,0x04e84d4da478b8eb5b917a33ca6dd31e334a2b7b,0xd15e21e5bcb8baa8aacbd66c0132a0bb6481da3a,,,,8,0xd5db4e16aba37a1a3f6d7e5702779c44b5bfa0b582e693b8c0d0ee091b61f088,2025-12-04 07:08:59,2025-12-23 17:14:35,1,0x5c11cc65d113d74b6583328b1f1525934f68c3dc9a94932ce8992d3d5a63bff8,2025-12-05 06:07:23,2025-12-05 06:07:23,t,2026-02-04 01:45:37.534174,
76488,0_1ETH,direct_linkage,dl_2,0xb131e4c9158f46ae3960b22c8ab011598836c5e4,0x3d0e5f76071a46e815c9d1ab5c0b5fe975f3bb0b,,,,13,0x56312082c1660bcf2f96add03fe167c7c262d1d037d88fd44d9872fe031e1bc1,2023-03-16 16:28:11,2024-01-15 07:56:47,1,0xae12758d332fc6cf842ed87785dc5576b6c4c0a1559d6ad012a554cca2231c0d,2023-03-16 16:54:23,2023-03-16 16:54:23,t,2026-02-04 01:45:38.599155,
76511,0_1ETH,direct_linkage,dl_2,0x1a4e0cd342ebf68a5bafac9a712fc2a035ff1326,0x104d4898affa97338e33042fb5b4110065be2f23,,,,1,0x8f56ed13e2eb47740235af310842d7dc6a435ce7881668584eace78ae010a530,2020-07-28 15:19:44,2020-07-28 15:19:44,1,0xe1b239fedc2520610d4c0693f36f858da7baa4ce555c35ca6b5a47aa342e7c07,2020-07-28 15:25:20,2020-07-28 15:25:20,t,2026-02-04 01:45:42.107388,
76518,0_1ETH,direct_linkage,dl_2,0xbc0f0bea7e22cdde20ecf7b8a50a4ceb21f0d66a,0xb2174cfd612fc3e4e53ef654f4e2019d8636a7db,,,,1,0x3cde6c3f4b4d2885e3916cf242a464b3c5e25338045a55fe3e9edb9aa169da19,2020-10-14 02:42:42,2020-10-14 02:42:42,2,0x605c2434fa965d8a79edcb252a95ef83ceec98cd9326c3608cd54fa9ca02b06e,2020-10-14 02:08:26,2020-10-14 02:50:53,t,2026-02-04 01:45:43.220175,
76523,0_1ETH,direct_linkage,dl_2,0x9e54787f06114dfaff0fc935b65c999c43e615cc,0xd55530287f91ef036b4114dbfb1c0c282791b044,,,,1,0x28f8c141e89b442e8aa6022086659da015dee2a860e5693cf3b9ab11e8c8cc31,2020-05-20 04:09:12,2020-05-20 04:09:12,1,0x25683691fe7076dc57ec5917b276b5f73596dbe8cbfe20dc95ad15b6c6d2ebae,2020-05-20 23:50:46,2020-05-20 23:50:46,t,2026-02-04 01:45:43.983398,
76531,0_1ETH,direct_linkage,dl_2,0x3dcff5954d39ae48a6cc4a6a37b30f965f4d844b,0xb268cb7b9b08a8a9e8d3e602f6fc1f6b04037c8e,,,,9,0x0baed91a68a3ba35d15463018ec6264e9f49e4f35196f4a08c8876d2d78ce137,2025-07-06 16:37:47,2025-07-07 07:29:23,21,0xaf416c929bc5582d547f62aee09b8d17f0541232ca6e2c0743e27b4be2c56d5d,2025-07-05 06:55:11,2025-07-06 17:02:47,t,2026-02-04 01:45:45.227128,
76555,0_1ETH,direct_linkage,dl_2,0x8e0277f7cc55582762a09e9a0e67dbfde1b84ca4,0x96e5d78eeb6d80fb04d41007b8b787f4591ced56,,,,1,0x4fce373889c2a580e085e0d310a93cb561a88a5731e8b142bc06ee864243db45,2022-07-11 23:12:25,2022-07-11 23:12:25,1,0x2583e8c648efc2aa8e2cf9aae5d9d6b406703063d2adab15fe0a488ee1bb6cb7,2022-07-12 03:04:58,2022-07-12 03:04:58,t,2026-02-04 01:45:49.085506,
76572,0_1ETH,direct_linkage,dl_2,0xa053d0163c36b89a811b22dfe03bfd35cf42d2d7,0x9d2099bf2d8647a9199b1d725a46845537bed774,,,,7,0x95d384ad53290cd943be6d8fe87ab96a0ad3255670823a39860c816c5ef6372f,2019-12-27 16:50:07,2020-01-09 14:22:01,14,0x410a6193dbfdf58fb676ae91663c518ee7c7c15f7b63c80d2a3cc4229f049943,2019-12-22 17:22:26,2020-07-24 16:42:19,t,2026-02-04 01:45:51.840765,
76591,0_1ETH,direct_linkage,dl_2,0x680e0ce3e601311c02987078b6d22ed096905636,0xae99571b035257872fff6e28918a58a501651437,,,,3,0x07c6913034b622c8c8985d4d802970a957d6f969ed309ad1d7e3b5b8a97b0a11,2021-01-15 11:07:24,2021-01-15 11:09:31,1,0xa7209e22adfcdfca74a196a0d4e0598ccf84fbd95dc84ab7b9d4b5918f45a4f2,2021-01-31 12:47:51,2021-01-31 12:47:51,t,2026-02-04 01:45:54.955529,
76608,0_1ETH,direct_linkage,dl_2,0x48c0ec8ccc8f23ca4536331ddde5e696f7cd85c3,0x23026eb1465cf7dd0e573be33d8ceadb7bcf716b,,,,24,0x3aa7b04c8341e0f23ce7c26eb2ffaed968e4193b2c4061fe8ecde89e8aa6bebc,2022-08-18 01:31:34,2025-03-30 03:58:35,13,0x20574e32d04b17d15c83ed904b4ea1c91629a854fa7c9e2a26a04ad27fc17b83,2022-08-18 06:39:46,2024-10-12 06:44:23,t,2026-02-04 01:45:57.556779,
76612,100ETH,gas_funding,gf_1,0x6486b6f24c6153d278bbe1512eae2f70f8b1c920,0x60f82932ea3385b76667b2fff404a645468dfd4d,0.5000,,,3,0x54b86b6e07584a1b90b5947083b85d424a4104adde5d31bd23fd9158e7e502cd,2021-03-03 03:31:14,2021-05-15 01:40:08,1,0x0126b5093e2554b11078613268764651eeb42606707ce48fd465254b7343933f,2021-07-15 07:05:27,2021-07-15 07:05:27,t,2026-04-19 16:06:36.927734,
76613,100ETH,gas_funding,gf_2,0x82aed1428bebd84ecaa0719ad9f7ab70ebff0a28,0xde3de930fd028e4de5224135caea63f4fe806865,0.5000,,,1,0x96e9532b6f5d8d772ffd274606fb898e16dce9b018fc140aeaefc59c4200aaa2,2022-03-06 17:39:15,2022-03-06 17:39:15,1,0x6b045d39e536699d8ce5e6e1fb1ea48f1d9bef68a1ca7392babc09059dd2e8d6,2022-03-07 16:31:47,2022-03-07 16:31:47,t,2026-04-19 16:12:12.890991,
76614,100ETH,gas_funding,gf_2,0x4278314c1a50da6014e580cbff34fc383b335049,0x167ae15b74cd20482e80f7e425b4ae6d2cc631c4,0.5000,,,28,0x788552362f565aec05316290cdc0c6315907f6336302ae5e2fce62078a781fde,2021-03-12 04:24:15,2022-06-18 13:53:14,24,0x749c3049089a3fc0ca2f7a7fc28d185bca6f87b807ef089b4aba8773957809a7,2021-04-20 23:01:58,2021-08-07 22:33:55,t,2026-04-19 16:06:54.376902,
76615,100ETH,gas_funding,gf_1,0x096dc87c708d96033ab7862b14a6f23c038a9394,0x3e51bebdfbbc79ec16427527aa4e6a995754bffe,0.5000,,,1,0x701bec2c88e02283808ec0ffb07c5f02a9b4f8d307124c80d1b40b7a2015f292,2021-05-17 05:02:31,2021-05-17 05:02:31,1,0x8e851671112504efea45ed8072d48fe43e9c19a8adf531ef2e4447bcb1f82c2b,2021-05-18 10:32:20,2021-05-18 10:32:20,t,2026-04-19 16:06:42.726092,
